Song,Artist,Week,Rank
 WAP,"Cardi B, ft. Megan Thee Stallion",2020-09-26,1
 Dynamite,BTS,2020-09-26,2
 Laugh Now Cry Later,"Drake, ft. Lil Durk",2020-09-26,3
 Rockstar,"DaBaby, ft. Roddy Ricch",2020-09-26,4
 Blinding Lights,The Weeknd,2020-09-26,5
 Mood,"24kGoldn, ft. iann dior",2020-09-26,6
 Watermelon Sugar,Harry Styles,2020-09-26,7
 Savage Love (Laxed - Siren Beat),"Jawsh 685, x Jason Derulo",2020-09-26,8
 Before You Go,Lewis Capaldi,2020-09-26,9
 Whats Poppin,"Jack Harlow, ft. DaBaby, Tory Lanez & Lil Wayne",2020-09-26,10
 I Hope,Gabby Barrett,2020-09-26,11
 Popstar,"DJ Khaled, ft. Drake",2020-09-26,12
 Go Crazy,"Chris Brown, & Young Thug",2020-09-26,13
 Roses,SAINt JHN,2020-09-26,14
 For The Night,"Pop Smoke, ft. Lil Baby & DaBaby",2020-09-26,15
 Circles,Post Malone,2020-09-26,16
 Come & Go,"Juice WRLD, x Marshmello",2020-09-26,17
 Adore You,Harry Styles,2020-09-26,18
 One Of Them Girls,Lee Brice,2020-09-26,19
 Break My Heart,Dua Lipa,2020-09-26,20
 Got What I Got,Jason Aldean,2020-09-26,21
 Lemonade,"Internet Money and Gunna, ft. Don Toliver & NAV",2020-09-26,22
 Lovin' On You,Luke Combs,2020-09-26,23
 Tap In,Saweetie,2020-09-26,24
 Be Like That,"Kane Brown, with Swae Lee & Khalid",2020-09-26,25
 Mood Swings,"Pop Smoke, ft. Lil Tjay",2020-09-26,26
The Woo,"Pop Smoke, ft. 50 Cent & Roddy Ricch",2020-09-26,27
 Don't Start Now,Dua Lipa,2020-09-26,28
The Bones,Maren Morris,2020-09-26,29
 If The World Was Ending,"JP Saxe, ft. Julia Michaels",2020-09-26,30
 Cool Again,Kane Brown,2020-09-26,31
 Rags2Riches,"Rod Wave, ft. ATR Son Son",2020-09-26,32
 Life Is Good,"Future, ft. Drake",2020-09-26,33
 Midnight Sky,Miley Cyrus,2020-09-26,34
 My Window,"YoungBoy Never Broke Again, ft. Lil Wayne",2020-09-26,35
 OK Not To Be OK,"Marshmello, & Demi Lovato",2020-09-26,36
 Rain On Me,"Lady Gaga, & Ariana Grande",2020-09-26,37
 Die From A Broken Heart,Maddie & Tae,2020-09-26,38
 More Than My Hometown,Morgan Wallen,2020-09-26,39
 Savage,"Megan Thee Stallion, ft. Beyonce",2020-09-26,40
 Bang!,AJR,2020-09-26,41
 Wishing Well,Juice WRLD,2020-09-26,42
 Chasin' You,Morgan Wallen,2020-09-26,43
 Drug Addiction,YoungBoy Never Broke Again,2020-09-26,44
 I Should Probably Go To Bed,Dan + Shay,2020-09-26,45
 We Paid,"Lil Baby, ft. 42 Dugg",2020-09-26,46
 Blueberry Faygo,Lil Mosey,2020-09-26,47
 Say So,"Doja Cat, ft. Nicki Minaj",2020-09-26,48
 ily,"surf mesa, ft. Emilee",2020-09-26,49
 Kacey Talk,YoungBoy Never Broke Again,2020-09-26,50
 Dynamite,BTS,2020-10-03,1
 WAP,"Cardi B, ft. Megan Thee Stallion",2020-10-03,2
 Holy,"Justin Bieber, ft. Chance The Rapper",2020-10-03,3
 Laugh Now Cry Later,"Drake, ft. Lil Durk",2020-10-03,4
 Mood,"24kGoldn, ft. iann dior",2020-10-03,5
 Rockstar,"DaBaby, ft. Roddy Ricch",2020-10-03,6
 Blinding Lights,The Weeknd,2020-10-03,7
 Watermelon Sugar,Harry Styles,2020-10-03,8
 Savage Love (Laxed - Siren Beat),"Jawsh 685, x Jason Derulo",2020-10-03,9
 I Hope,Gabby Barrett,2020-10-03,10
 Before You Go,Lewis Capaldi,2020-10-03,11
 Whats Poppin,"Jack Harlow, ft. DaBaby, Tory Lanez & Lil Wayne",2020-10-03,12
 Go Crazy,"Chris Brown, & Young Thug",2020-10-03,13
 Popstar,"DJ Khaled, ft. Drake",2020-10-03,14
 For The Night,"Pop Smoke, ft. Lil Baby & DaBaby",2020-10-03,15
 Lemonade,"Internet Money and Gunna, ft. Don Toliver & NAV",2020-10-03,16
 Circles,Post Malone,2020-10-03,17
 Roses,SAINt JHN,2020-10-03,18
 Come & Go,"Juice WRLD, x Marshmello",2020-10-03,19
 Mood Swings,"Pop Smoke, ft. Lil Tjay",2020-10-03,20
 Got What I Got,Jason Aldean,2020-10-03,21
 One Of Them Girls,Lee Brice,2020-10-03,22
 Adore You,Harry Styles,2020-10-03,23
 Said Sum,Moneybagg Yo,2020-10-03,24
 Break My Heart,Dua Lipa,2020-10-03,25
 Lovin' On You,Luke Combs,2020-10-03,26
 Be Like That,"Kane Brown, with Swae Lee & Khalid",2020-10-03,27
 Tap In,Saweetie,2020-10-03,28
 Cool Again,Kane Brown,2020-10-03,29
The Woo,"Pop Smoke, ft. 50 Cent & Roddy Ricch",2020-10-03,30
 If The World Was Ending,"JP Saxe, ft. Julia Michaels",2020-10-03,31
 Don't Start Now,Dua Lipa,2020-10-03,32
 Bang!,AJR,2020-10-03,33
 More Than My Hometown,Morgan Wallen,2020-10-03,34
 Rags2Riches,"Rod Wave, ft. ATR Son Son",2020-10-03,35
 Life Is Good,"Future, ft. Drake",2020-10-03,36
 ily,"surf mesa, ft. Emilee",2020-10-03,37
 Kings & Queens,Ava Max,2020-10-03,38
 Midnight Sky,Miley Cyrus,2020-10-03,39
 Chasin' You,Morgan Wallen,2020-10-03,40
 Rain On Me,"Lady Gaga, & Ariana Grande",2020-10-03,41
 I Should Probably Go To Bed,Dan + Shay,2020-10-03,42
 Some Girls,Jameson Rodgers,2020-10-03,43
 Die From A Broken Heart,Maddie & Tae,2020-10-03,44
 Wishing Well,Juice WRLD,2020-10-03,45
 We Paid,"Lil Baby, ft. 42 Dugg",2020-10-03,46
 Say So,"Doja Cat, ft. Nicki Minaj",2020-10-03,47
 Savage,"Megan Thee Stallion, ft. Beyonce",2020-10-03,48
 Cardigan,Taylor Swift,2020-10-03,49
 Blueberry Faygo,Lil Mosey,2020-10-03,50
 Franchise,"Travis Scott, ft. Young Thug & M.I.A.",2020-10-10,1
 Dynamite,BTS,2020-10-10,2
 WAP,"Cardi B, ft. Megan Thee Stallion",2020-10-10,3
 Laugh Now Cry Later,"Drake, ft. Lil Durk",2020-10-10,4
 Mood,"24kGoldn, ft. iann dior",2020-10-10,5
 Blinding Lights,The Weeknd,2020-10-10,6
 Rockstar,"DaBaby, ft. Roddy Ricch",2020-10-10,7
 Savage Love (Laxed - Siren Beat),"Jawsh 685, x Jason Derulo",2020-10-10,8
 Watermelon Sugar,Harry Styles,2020-10-10,9
 I Hope,Gabby Barrett,2020-10-10,10
 Before You Go,Lewis Capaldi,2020-10-10,11
 Holy,"Justin Bieber, ft. Chance The Rapper",2020-10-10,12
 Whats Poppin,"Jack Harlow, ft. DaBaby, Tory Lanez & Lil Wayne",2020-10-10,13
 Lemonade,"Internet Money and Gunna, ft. Don Toliver & NAV",2020-10-10,14
 For The Night,"Pop Smoke, ft. Lil Baby & DaBaby",2020-10-10,15
 Go Crazy,"Chris Brown, & Young Thug",2020-10-10,16
 Circles,Post Malone,2020-10-10,17
 One Of Them Girls,Lee Brice,2020-10-10,18
 Got What I Got,Jason Aldean,2020-10-10,19
 Come & Go,"Juice WRLD, x Marshmello",2020-10-10,20
 Popstar,"DJ Khaled, ft. Drake",2020-10-10,21
 Roses,SAINt JHN,2020-10-10,22
 Be Like That,"Kane Brown, with Swae Lee & Khalid",2020-10-10,23
 Adore You,Harry Styles,2020-10-10,24
 Break My Heart,Dua Lipa,2020-10-10,25
 Lovin' On You,Luke Combs,2020-10-10,26
 Mood Swings,"Pop Smoke, ft. Lil Tjay",2020-10-10,27
 My Ex's Best Friend,"Machine Gun Kelly, x blackbear",2020-10-10,28
The Woo,"Pop Smoke, ft. 50 Cent & Roddy Ricch",2020-10-10,29
 Tap In,Saweetie,2020-10-10,30
 If The World Was Ending,"JP Saxe, ft. Julia Michaels",2020-10-10,31
 Bang!,AJR,2020-10-10,32
 Don't Start Now,Dua Lipa,2020-10-10,33
 More Than My Hometown,Morgan Wallen,2020-10-10,34
 ily,"surf mesa, ft. Emilee",2020-10-10,35
 Said Sum,Moneybagg Yo,2020-10-10,36
 Kings & Queens,Ava Max,2020-10-10,37
 Rags2Riches,"Rod Wave, ft. ATR Son Son",2020-10-10,38
 Midnight Sky,Miley Cyrus,2020-10-10,39
 What You Know Bout Love,Pop Smoke,2020-10-10,40
 Life Is Good,"Future, ft. Drake",2020-10-10,41
 Some Girls,Jameson Rodgers,2020-10-10,42
 I Should Probably Go To Bed,Dan + Shay,2020-10-10,43
 Forget Me Too,"Machine Gun Kelly, & Halsey",2020-10-10,44
 Cool Again,Kane Brown,2020-10-10,45
 Chasin' You,Morgan Wallen,2020-10-10,46
 Epidemic,Polo G,2020-10-10,47
 Die From A Broken Heart,Maddie & Tae,2020-10-10,48
 We Paid,"Lil Baby, ft. 42 Dugg",2020-10-10,49
 Bloody Valentine,Machine Gun Kelly,2020-10-10,50
 Savage Love (Laxed - Siren Beat),"Jawsh 685, x Jason Derulo",2020-10-17,1
 Dynamite,BTS,2020-10-17,2
 WAP,"Cardi B, ft. Megan Thee Stallion",2020-10-17,3
 Mood,"24kGoldn, ft. iann dior",2020-10-17,4
 Laugh Now Cry Later,"Drake, ft. Lil Durk",2020-10-17,5
 Blinding Lights,The Weeknd,2020-10-17,6
 Rockstar,"DaBaby, ft. Roddy Ricch",2020-10-17,7
 I Hope,Gabby Barrett,2020-10-17,8
 Runnin,"21 Savage, & Metro Boomin",2020-10-17,9
 Mr. Right Now,"21 Savage and Metro Boomin, ft. Drake",2020-10-17,10
 Watermelon Sugar,Harry Styles,2020-10-17,11
 Lemonade,"Internet Money and Gunna, ft. Don Toliver & NAV",2020-10-17,12
 Before You Go,Lewis Capaldi,2020-10-17,13
 Holy,"Justin Bieber, ft. Chance The Rapper",2020-10-17,14
 For The Night,"Pop Smoke, ft. Lil Baby & DaBaby",2020-10-17,15
 Whats Poppin,"Jack Harlow, ft. DaBaby, Tory Lanez & Lil Wayne",2020-10-17,16
 Go Crazy,"Chris Brown, & Young Thug",2020-10-17,17
 Wonder,Shawn Mendes,2020-10-17,18
 Glock In My Lap,"21 Savage, & Metro Boomin",2020-10-17,19
 One Of Them Girls,Lee Brice,2020-10-17,20
 Dreams [re-release],Fleetwood Mac,2020-10-17,21
 Circles,Post Malone,2020-10-17,22
 Got What I Got,Jason Aldean,2020-10-17,23
 Come & Go,"Juice WRLD, x Marshmello",2020-10-17,24
 Franchise,"Travis Scott, ft. Young Thug & M.I.A.",2020-10-17,25
 Rich N*gga Sh*t,"21 Savage and Metro Boomin, ft. Young Thug",2020-10-17,26
 Be Like That,"Kane Brown, with Swae Lee & Khalid",2020-10-17,27
 Adore You,Harry Styles,2020-10-17,28
 Break My Heart,Dua Lipa,2020-10-17,29
 Don't Stop,"Megan Thee Stallion, ft. Young Thug",2020-10-17,30
 Roses,SAINt JHN,2020-10-17,31
 Slidin,"21 Savage, & Metro Boomin",2020-10-17,32
 Many Men,"21 Savage, & Metro Boomin",2020-10-17,33
 Popstar,"DJ Khaled, ft. Drake",2020-10-17,34
 Bang!,AJR,2020-10-17,35
 Mood Swings,"Pop Smoke, ft. Lil Tjay",2020-10-17,36
 Fallin',Why Don't We,2020-10-17,37
 More Than My Hometown,Morgan Wallen,2020-10-17,38
 Don't Start Now,Dua Lipa,2020-10-17,39
 Lovin' On You,Luke Combs,2020-10-17,40
 ily,"surf mesa, ft. Emilee",2020-10-17,41
The Woo,"Pop Smoke, ft. 50 Cent & Roddy Ricch",2020-10-17,42
 If The World Was Ending,"JP Saxe, ft. Julia Michaels",2020-10-17,43
 What You Know Bout Love,Pop Smoke,2020-10-17,44
 Some Girls,Jameson Rodgers,2020-10-17,45
 Kings & Queens,Ava Max,2020-10-17,46
 Tap In,Saweetie,2020-10-17,47
 Outta Time,"Bryson Tiller, ft. Drake",2020-10-17,48
 Rags2Riches,"Rod Wave, ft. ATR Son Son",2020-10-17,49
 My Ex's Best Friend,"Machine Gun Kelly, x blackbear",2020-10-17,50
 Mood,"24kGoldn, ft. iann dior",2020-10-24,1
 WAP,"Cardi B, ft. Megan Thee Stallion",2020-10-24,2
 Laugh Now Cry Later,"Drake, ft. Lil Durk",2020-10-24,3
 Blinding Lights,The Weeknd,2020-10-24,4
 Dynamite,BTS,2020-10-24,5
 Savage Love (Laxed - Siren Beat),"Jawsh 685, x Jason Derulo",2020-10-24,6
 Rockstar,"DaBaby, ft. Roddy Ricch",2020-10-24,7
 I Hope,"Gabby Barrett, ft. Charlie Puth",2020-10-24,8
 Watermelon Sugar,Harry Styles,2020-10-24,9
 Lemonade,"Internet Money and Gunna, ft. Don Toliver & NAV",2020-10-24,10
 Before You Go,Lewis Capaldi,2020-10-24,11
 Dreams [re-release],Fleetwood Mac,2020-10-24,12
 For The Night,"Pop Smoke, ft. Lil Baby & DaBaby",2020-10-24,13
 Holy,"Justin Bieber, ft. Chance The Rapper",2020-10-24,14
 Go Crazy,"Chris Brown, & Young Thug",2020-10-24,15
 Got What I Got,Jason Aldean,2020-10-24,16
 One Of Them Girls,Lee Brice,2020-10-24,17
 Whats Poppin,"Jack Harlow, ft. DaBaby, Tory Lanez & Lil Wayne",2020-10-24,18
 Circles,Post Malone,2020-10-24,19
 Be Like That,"Kane Brown, with Swae Lee & Khalid",2020-10-24,20
 Come & Go,"Juice WRLD, x Marshmello",2020-10-24,21
 Wonder,Shawn Mendes,2020-10-24,22
 Franchise,"Travis Scott, ft. Young Thug & M.I.A.",2020-10-24,23
 Mr. Right Now,"21 Savage and Metro Boomin, ft. Drake",2020-10-24,24
 Adore You,Harry Styles,2020-10-24,25
 Bang!,AJR,2020-10-24,26
 Break My Heart,Dua Lipa,2020-10-24,27
 ily,"surf mesa, ft. Emilee",2020-10-24,28
 What You Know Bout Love,Pop Smoke,2020-10-24,29
 More Than My Hometown,Morgan Wallen,2020-10-24,30
 Roses,SAINt JHN,2020-10-24,31
 Kings & Queens,Ava Max,2020-10-24,32
 Said Sum,Moneybagg Yo,2020-10-24,33
 Some Girls,Jameson Rodgers,2020-10-24,34
 Don't Start Now,Dua Lipa,2020-10-24,35
 Runnin,"21 Savage, & Metro Boomin",2020-10-24,36
 Mood Swings,"Pop Smoke, ft. Lil Tjay",2020-10-24,37
The Woo,"Pop Smoke, ft. 50 Cent & Roddy Ricch",2020-10-24,38
 Rags2Riches,"Rod Wave, ft. ATR Son Son",2020-10-24,39
 Popstar,"DJ Khaled, ft. Drake",2020-10-24,40
 One Beer,"Hardy, ft. Lauren Alaina & Devin Dawson",2020-10-24,41
 Lovin' On You,Luke Combs,2020-10-24,42
 If The World Was Ending,"JP Saxe, ft. Julia Michaels",2020-10-24,43
 I Should Probably Go To Bed,Dan + Shay,2020-10-24,44
